Date,High,Low,Volume
2014-05-05,310.230011,305.00,2519900
2014-05-02,313.290009,304.309998,3995100
2014-05-01,310.480011,304.00,4328600
2014-04-30,304.559998,298.100006,4088600
2014-04-29,301.839996,290.450012,6509300
2014-04-28,304.390015,288.00,14479800
2014-04-25,316.48999,302.709991,16180200
2014-04-24,337.399994,322.950012,9293700
2014-04-23,333.130005,323.390015,3604600
2014-04-22,337.50,328.940002,3711600
2014-04-21,331.149994,322.309998,2999400
2014-04-17,328.660004,319.76001,4299200
2014-04-16,324.00,314.709991,4284900
2014-04-15,318.279999,305.50,5398600
2014-04-14,320.480011,311.279999,4293500
2014-04-11,316.50,309.50,7287500
2014-04-10,331.00,316.50,6126700
2014-04-09,332.179993,322.50,5056600
2014-04-08,328.00,318.440002,6577600
2014-04-07,324.940002,313.130005,7077400
2014-04-04,335.440002,315.609985,12534600
2014-04-03,342.50,328.459991,6399300
2014-04-02,348.299988,340.380005,4475500
2014-04-01,344.429993,338.00,3600100
2014-03-31,346.290009,334.059998,4297500
2014-03-28,347.00,336.079987,3986800
2014-03-27,344.00,330.880005,5766400
2014-03-26,357.600006,343.399994,4120700
2014-03-25,358.970001,348.839996,4445700
2014-03-24,361.50,348.600006,4873500
2014-03-21,372.839996,358.399994,5414100
2014-03-20,373.00,366.220001,2558500
2014-03-19,379.00,369.420013,2646700
2014-03-18,379.00,375.00,2483500
2014-03-17,378.850006,374.880005,2303000
2014-03-14,378.570007,371.549988,4402200
2014-03-13,383.109985,368.079987,6829000
2014-03-12,371.160004,363.609985,2216600
2014-03-11,372.799988,367.279999,2246100
2014-03-10,372.730011,367.00,2105800
2014-03-07,374.98999,369.529999,2279800
2014-03-06,375.329987,368.899994,2926600
2014-03-05,372.730011,363.899994,3848300
2014-03-04,365.679993,362.459991,2704400
2014-03-03,360.959991,354.480011,2798300
2014-02-28,365.869995,357.079987,3882000
2014-02-27,360.589996,355.50,3104900
2014-02-26,364.75,357.170013,3622100
2014-02-25,361.079987,351.579987,3736400
2014-02-24,353.00,343.290009,3644700
2014-02-21,354.140015,346.75,4210000
2014-02-20,350.459991,344.380005,3492800
2014-02-19,354.540009,346.100006,4168100
2014-02-18,355.730011,349.450012,4998000
2014-02-14,359.339996,353.350006,3520200
2014-02-13,357.200012,346.50,4175000
2014-02-12,357.75,346.320007,6587700
2014-02-11,363.609985,356.25,3222100
2014-02-10,365.00,359.350006,3449700
2014-02-07,361.799988,352.48999,4330500
2014-02-06,354.820007,347.399994,3335700
2014-02-05,349.369995,337.730011,4435400
2014-02-04,354.00,344.019989,4812900
2014-02-03,360.850006,340.100006,10280800
2014-01-31,375.450012,357.76001,16154800
2014-01-30,406.25,387.700012,10473900
2014-01-29,392.850006,383.23999,3382300
2014-01-28,394.73999,387.119995,2894500
2014-01-27,394.100006,380.48999,3936800
2014-01-24,400.200012,387.269989,4458400
2014-01-23,406.170013,397.790009,3025400
2014-01-22,408.059998,402.00,2060500
2014-01-21,407.799988,401.600006,3122100
2014-01-17,403.48999,393.660004,4505100
2014-01-16,399.290009,389.410004,2601200
2014-01-15,399.309998,392.529999,2678300
2014-01-14,398.630005,391.290009,2340100
2014-01-13,399.779999,388.450012,2844900
2014-01-10,403.76001,393.799988,2679500
2014-01-09,406.890015,398.440002,2103000
2014-01-08,403.00,396.040009,2316500
2014-01-07,398.470001,394.290009,1916000
2014-01-06,397.00,388.420013,3170600
